*******************************************************************
*** Weekly averages derived from continuous air samples         *** 
*** for the Mauna Loa Observatory, Hawaii, U.S.A.               ***
***                                                             ***
***                                                             ***
*** September 2004                                              *** 
***                                                             ***
*** Source: Carbon Dioxide Research Group                       ***
***         Scripps Institution of Oceanography                 ***
***         University of California, San Diego                 ***
***         La Jolla, California, USA 92023-0444                ***
*******************************************************************

These weekly averages are ultimately based on measurements of 4 air 
samples per hour taken atop intake lines on several towers during 
steady periods of CO2 concentration of not less than 6 hours per day; 
if no such periods are available on a given day, then no data are 
used for that day. The "Weight" column gives the number of days used 
in each weekly average. Flag codes are explained in the NDP writeup, available 
electronically from the home page of this data set. CO2 concentrations 
are in terms of the 1999 calibration scale (Keeling et al., 2002) 
available electronically from the references in the NDP writeup which 
can be accessed from the home page of this data set.

Station Sample Weight Flag  CO2 concentration
 code   date          code     (ppmv)

MLO    580329   4    0         316.10
MLO    580405   6    0         317.30
MLO    580412   4    0         317.60
MLO    580419   6    0         317.50
MLO    580426   2    0         316.40
MLO    580503   6    0         316.90
MLO    580517   1    0         317.50
MLO    580524   5    0         317.90
MLO    580705   2    0         315.80
MLO    580712   4    0         315.80
MLO    580719   4    0         315.40
MLO    580726   7    0         315.50
MLO    580802   3    0         315.60
MLO    580809   4    0         315.10
MLO    580816   3    0         315.00
MLO    580830   5    0         314.10
MLO    580906   1    0         313.50
MLO    581108   4    0         313.00
MLO    581115   7    0         313.20
MLO    581122   5    0         313.50
MLO    581129   7    0         314.00
MLO    581206   6    0         314.50
MLO    581213   7    0         314.40
MLO    581220   4    0         314.70
MLO    581227   2    0         315.20
MLO    590103   3    0         315.20
MLO    590110   7    0         315.50
MLO    590117   7    0         315.60
MLO    590124   5    0         315.80
MLO    590131   2    0         315.40
MLO    590214   1    0         316.90
MLO    590221   7    0         316.60
MLO    590228   3    0         316.60
MLO    590307   7    0         316.80
MLO    590321   4    0         316.70
MLO    590328   6    0         316.70
MLO    590404   7    0         317.70
MLO    590411   7    0         317.10
MLO    590418   6    0         317.60
MLO    590425   5    0         318.30
MLO    590502   3    0         318.20
MLO    590509   1    0         318.70
MLO    590516   7    0         318.00
MLO    590523   5    0         318.40
MLO    590606   7    0         318.50
MLO    590613   5    0         318.10
MLO    590620   5    0         317.80
MLO    590627   2    0         317.70
MLO    590704   7    0         316.80
MLO    590711   7    0         316.80
MLO    590718   5    0         316.40
MLO    590725   4    0         316.10
MLO    590801   7    0         315.60
MLO    590808   3    0         314.90
MLO    590822   1    0         315.00
MLO    590829   4    0         314.10
MLO    590905   5    0         314.40
MLO    590912   3    0         313.90
MLO    590919   5    0         313.50
MLO    590926   4    0         313.50
MLO    591003   6    0         313.00
MLO    591010   3    0         313.10
MLO    591017   7    0         313.40
MLO    591024   7    0         313.40
MLO    591031   7    0         314.10
MLO    591107   2    0         314.40
MLO    591114   5    0         314.80
MLO    591121   6    0         315.20
MLO    591128   5    0         315.10
MLO    591205   4    0         315.00
MLO    591212   5    0         315.60
MLO    591219   6    0         315.80
MLO    591226   6    0         315.70
MLO    600102   4    0         315.70
MLO    600109   5    0         316.40
MLO    600116   6    0         316.70
MLO    600123   5    0         316.50
MLO    600130   6    0         316.60
MLO    600206   2    0         316.60
MLO    600213   6    0         316.90
MLO    600220   4    0         317.40
MLO    600227   5    0         317.00
MLO    600305   7    0         316.90
MLO    600312   7    0         317.70
MLO    600319   4    0         318.00
MLO    600326   6    0         317.70
MLO    600402   5    0         318.60
MLO    600409   3    0         319.30
MLO    600416   7    0         319.00
MLO    600423   7    0         319.00
MLO    600430   1    0         319.70
MLO    600507   6    0         319.90
MLO    600514   5    0         319.80
MLO    600521   6    0         320.00
MLO    600528   7    0         320.00
MLO    600604   3    0         319.40
MLO    600611   5    0         320.00
